Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
3/26/17,40,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,40,4,8,22,16
3/27/17,48,PM2.5,Southwick,21-111-0043,AQS,8,43,1,16,48,28
3/28/17,40,PM2.5,Southwick,21-111-0043,AQS,3,32,0,12,40,29
3/29/17,47,PM2.5,Southwick,21-111-0043,AQS,5,39,1,13,47,20
3/30/17,43,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,43,6,16,40,26
3/31/17,28,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,28,6,6,24,26
4/1/17,32,Ozone,Watson Lane,21-111-0051,AQS,2,32,0,6,26,9
4/2/17,40,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,40,0,6,30,17
4/3/17,42,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,42,3,18,24,30
4/4/17,44,Ozone,Watson Lane,21-111-0051,AQS,3,44,6,9,24,24
4/5/17,45,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,45,3,14,25,28
4/6/17,36,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,36,4,4,16,14
4/7/17,44,Ozone,Watson Lane,21-111-0051,AQS,2,44,1,6,15,21
4/8/17,51,Ozone,Bates,21-111-0027,AQS,7,51,4,18,37,31
4/9/17,61,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,61,10,22,44,32
4/10/17,67,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,67,6,21,42,29
4/11/17,39,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,6,39,3,16,38,33
4/12/17,44,Ozone,Watson Lane,21-111-0051,AQS,5,44,3,15,34,36
4/13/17,80,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,80,3,22,46,48
4/14/17,90,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,8,90,6,32,50,41
4/15/17,48,PM2.5,Southwick,21-111-0043,AQS,6,48,7,26,48,28
4/16/17,43,PM2.5,Watson Lane,21-111-0051,AQS,3,40,6,13,43,17
4/17/17,44,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,44,3,12,29,21
4/18/17,44,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,44,1,10,35,26
4/19/17,42,PM2.5,Watson Lane,21-111-0051,AQS,5,42,6,15,42,27
4/20/17,54,PM2.5,Watson Lane,21-111-0051,AQS,5,39,4,22,54,25
4/21/17,35,PM2.5,Watson Lane,21-111-0051,AQS,3,31,1,13,35,8
4/22/17,36,PM2.5,Watson Lane,21-111-0051,AQS,2,29,1,8,36,8
4/23/17,39,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,39,1,10,28,10
4/24/17,50,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,50,4,9,29,18
4/25/17,51,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,51,4,16,35,25
4/26/17,54,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,54,10,25,50,25
4/27/17,41,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,41,6,18,33,26
4/28/17,48,PM2.5,Watson Lane,21-111-0051,AQS,6,37,4,23,48,18
4/29/17,45,PM2.5,Watson Lane,21-111-0051,AQS,5,38,6,16,45,15
4/30/17,48,PM2.5,Watson Lane,21-111-0051,AQS,5,38,4,23,48,10
5/1/17,38,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,38,7,21,28,25
5/2/17,47,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,2,47,9,13,20,25
5/3/17,43,Ozone,Watson Lane,21-111-0051,AQS,3,43,4,14,23,17
5/4/17,34,Ozone,BUCKNER,21-185-0004,AQS,5,34,1,7,29,21
5/5/17,36,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,36,0,4,15,19
5/6/17,40,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,2,40,1,9,26,12
5/7/17,46,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,46,3,12,27,13
5/8/17,72,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,48,3,15,72,30
5/9/17,77,Ozone,Watson Lane,21-111-0051,AQS,6,77,6,23,56,28
5/10/17,80,Ozone,BUCKNER,21-185-0004,AQS,5,80,19,27,62,41
5/11/17,61,PM2.5,Watson Lane,21-111-0051,AQS,5,39,1,19,61,29
5/12/17,26,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,26,3,.,26,13
5/13/17,64,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,64,3,17,48,35
5/14/17,90,Ozone,CANNONS LANE,21-111-0067,AQS,7,90,3,.,41,42
5/15/17,119,Ozone,BUCKNER,21-185-0004,AQS,8,119,7,.,52,44
5/16/17,74,Ozone,Bates,21-111-0027,AQS,6,74,10,.,56,33
5/17/17,58,Ozone,CANNONS LANE,21-111-0067,AQS,5,58,9,.,46,29
5/18/17,39,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,39,10,.,37,25
5/19/17,33,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,33,3,16,32,21
5/20/17,38,Ozone,CANNONS LANE,21-111-0067,AQS,3,38,6,13,33,14
5/21/17,39,Ozone,Watson Lane,21-111-0051,AQS,3,39,3,8,24,18
5/22/17,51,Ozone,Watson Lane,21-111-0051,AQS,3,51,0,13,28,25
5/23/17,71,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,71,4,18,37,20
5/24/17,44,PM2.5,Southwick,21-111-0043,AQS,5,40,3,17,44,26
5/25/17,54,PM2.5,Southwick,21-111-0043,AQS,3,40,4,15,54,25
5/26/17,49,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,8,49,3,17,46,31
5/27/17,55,PM2.5,Southwick,21-111-0043,AQS,5,42,9,21,55,25
5/28/17,44,Ozone,CANNONS LANE,21-111-0067,AQS,3,44,3,14,29,13
5/29/17,47,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,47,4,15,40,19
5/30/17,54,Ozone,CANNONS LANE,21-111-0067,AQS,3,54,4,16,35,39
5/31/17,61,Ozone,CANNONS LANE,21-111-0067,AQS,5,61,3,22,47,40
6/1/17,67,Ozone,Bates,21-111-0027,AQS,5,67,3,23,60,25
6/2/17,105,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,105,1,29,46,38
6/3/17,115,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,115,3,28,50,37
6/4/17,115,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,115,3,21,53,26
6/5/17,44,Ozone,Bates,21-111-0027,AQS,3,44,1,13,30,22
6/6/17,48,Ozone,Watson Lane,21-111-0051,AQS,3,48,1,18,33,17
6/7/17,32,PM2.5,Southwick,21-111-0043,AQS,2,31,3,15,32,10
6/8/17,43,Ozone,Watson Lane,21-111-0051,AQS,3,43,1,15,34,29
6/9/17,80,Ozone,BUCKNER,21-185-0004,AQS,7,80,20,20,39,31
6/10/17,71,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,71,7,19,42,26
6/11/17,50,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,50,9,19,50,23
6/12/17,44,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,5,41,6,18,44,25
6/13/17,41,Ozone,BUCKNER,21-185-0004,AQS,5,41,17,13,27,24
6/14/17,44,Ozone,BUCKNER,21-185-0004,AQS,5,44,19,14,31,19
6/15/17,44,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,44,1,12,38,22
6/16/17,112,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,112,9,21,56,25
6/17/17,51,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,51,7,19,49,22
6/18/17,37,Ozone,CANNONS LANE,21-111-0067,AQS,3,37,3,11,33,13
6/19/17,48,Ozone,CANNONS LANE,21-111-0067,AQS,3,48,6,11,23,37
6/20/17,64,Ozone,CANNONS LANE,21-111-0067,AQS,5,64,4,19,35,41
6/21/17,67,Ozone,BUCKNER,21-185-0004,AQS,5,67,16,23,46,40
6/22/17,24,PM2.5,CANNONS LANE,21-111-0067,AQS,5,22,4,11,24,24
6/23/17,30,PM2.5,CANNONS LANE,21-111-0067,AQS,3,23,1,9,30,23
6/24/17,36,Ozone,Watson Lane,21-111-0051,AQS,2,36,3,11,21,13
6/25/17,44,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,44,7,21,36,23
6/26/17,39,Ozone,Watson Lane,21-111-0051,AQS,3,39,1,15,20,26
6/27/17,45,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,2,45,1,11,24,28
6/28/17,64,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,64,1,20,39,23
6/29/17,37,Ozone,BUCKNER,21-185-0004,AQS,3,37,4,17,34,24
6/30/17,30,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,30,3,9,21,23
7/1/17,48,Ozone,CANNONS LANE,21-111-0067,AQS,3,48,10,14,44,19
7/2/17,52,PM2.5,Watson Lane,21-111-0051,AQS,3,50,3,13,52,23
7/3/17,64,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,64,3,24,64,25
7/4/17,75,PM2.5,Watson Lane,21-111-0051,AQS,3,37,1,25,75,14
7/5/17,75,PM2.5,Southwick,21-111-0043,AQS,3,36,1,31,75,17
7/6/17,33,Ozone,Watson Lane,21-111-0051,AQS,3,33,1,9,27,21
7/7/17,58,Ozone,BUCKNER,21-185-0004,AQS,5,58,9,9,39,21
7/8/17,52,PM2.5,Watson Lane,21-111-0051,AQS,2,41,0,15,52,25
7/9/17,50,Ozone,Bates,21-111-0027,AQS,3,50,1,15,43,24
7/10/17,50,Ozone,BUCKNER,21-185-0004,AQS,3,50,9,22,48,21
7/11/17,56,PM2.5,Watson Lane,21-111-0051,AQS,5,42,7,25,56,30
7/12/17,57,PM2.5,Watson Lane,21-111-0051,AQS,5,48,13,25,57,23
7/13/17,59,PM2.5,Watson Lane,21-111-0051,AQS,3,49,13,25,59,22
7/14/17,44,Ozone,Bates,21-111-0027,AQS,3,44,1,14,40,19
7/15/17,51,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,2,51,1,11,31,17
7/16/17,74,Ozone,Bates,21-111-0027,AQS,5,74,7,12,39,18
7/17/17,112,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,112,3,19,53,37
7/18/17,80,Ozone,CANNONS LANE,21-111-0067,AQS,6,80,10,26,59,31
7/19/17,80,Ozone,Bates,21-111-0027,AQS,5,80,14,23,52,29
7/20/17,90,Ozone,CANNONS LANE,21-111-0067,AQS,7,90,10,32,63,32
7/21/17,71,PM2.5,CANNONS LANE,21-111-0067,AQS,5,71,17,33,71,36
7/22/17,72,PM2.5,Watson Lane,21-111-0051,AQS,5,47,4,29,72,26
7/23/17,46,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,46,3,9,31,16
7/24/17,51,PM2.5,Watson Lane,21-111-0051,AQS,3,50,3,19,51,25
7/25/17,58,Ozone,Watson Lane,21-111-0051,AQS,3,58,3,13,39,5
7/26/17,80,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,80,1,17,57,8
7/27/17,61,PM2.5,Watson Lane,21-111-0051,AQS,5,39,7,29,61,38
7/28/17,45,Ozone,Watson Lane,21-111-0051,AQS,5,45,1,14,41,19
7/29/17,44,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,2,44,1,14,33,5
7/30/17,47,PM2.5,Watson Lane,21-111-0051,AQS,2,39,1,13,47,15
7/31/17,52,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,43,1,15,52,26
8/1/17,62,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,44,3,17,62,24
8/2/17,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,45,7,16,55,32
8/3/17,54,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,54,9,17,54,31
8/4/17,36,PM2.5,Watson Lane,21-111-0051,AQS,5,33,6,15,36,33
8/5/17,41,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,41,3,13,32,23
8/6/17,44,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,25,1,9,44,17
8/7/17,34,Ozone,Watson Lane,21-111-0051,AQS,3,34,1,8,27,24
8/8/17,50,Ozone,Watson Lane,21-111-0051,AQS,3,50,1,17,42,9
8/9/17,58,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,58,1,19,45,32
8/10/17,80,Ozone,Bates,21-111-0027,AQS,5,80,11,22,52,30
8/11/17,63,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,46,6,31,63,35
8/12/17,52,PM2.5,Watson Lane,21-111-0051,AQS,6,46,1,19,52,24
8/13/17,51,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,51,1,13,41,23
8/14/17,47,Ozone,CANNONS LANE,21-111-0067,AQS,5,47,4,18,38,9
8/15/17,54,PM2.5,Watson Lane,21-111-0051,AQS,3,50,6,20,54,30
8/16/17,49,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,49,9,19,47,31
8/17/17,35,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,27,11,17,35,21
8/18/17,45,Ozone,CANNONS LANE,21-111-0067,AQS,3,45,4,15,34,33
8/19/17,61,Ozone,CANNONS LANE,21-111-0067,AQS,5,61,6,21,53,33
8/20/17,67,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,67,4,22,59,32
8/21/17,61,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,61,4,26,60,33
8/22/17,44,PM2.5,CANNONS LANE,21-111-0067,AQS,5,34,7,19,44,33
8/23/17,44,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,44,3,17,42,13
8/24/17,49,Ozone,Watson Lane,21-111-0051,AQS,2,49,1,19,40,22
8/25/17,52,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,50,1,19,52,28
8/26/17,57,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,51,6,19,57,18
8/27/17,67,Ozone,Watson Lane,21-111-0051,AQS,3,67,3,19,57,11
8/28/17,60,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,40,4,20,60,24
8/29/17,49,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,45,3,16,49,24
8/30/17,93,Ozone,Watson Lane,21-111-0051,AQS,5,93,1,21,55,31
8/31/17,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,54,1,23,55,25
9/1/17,35,PM2.5,Watson Lane,21-111-0051,AQS,3,24,0,12,35,8
9/2/17,25,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,19,0,11,25,14
9/3/17,54,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,43,7,23,54,30
9/4/17,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,43,7,24,55,28
9/5/17,60,PM2.5,Watson Lane,21-111-0051,AQS,3,31,0,23,60,21
9/6/17,38,PM2.5,Southwick,21-111-0043,AQS,6,32,1,20,38,25
9/7/17,30,PM2.5,Southwick,21-111-0043,AQS,5,27,3,18,30,30
9/8/17,48,PM2.5,Southwick,21-111-0043,AQS,6,48,3,25,48,39
9/9/17,53,PM2.5,Watson Lane,21-111-0051,AQS,9,44,1,23,53,29
9/10/17,40,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,40,1,12,38,9
9/11/17,31,PM2.5,Southwick,21-111-0043,AQS,3,28,4,15,31,15
9/12/17,26,PM2.5,Southwick,21-111-0043,AQS,2,24,1,9,26,20
9/13/17,23,Ozone,BUCKNER,21-185-0004,AQS,5,23,1,6,16,21
9/14/17,27,PM2.5,Watson Lane,21-111-0051,AQS,6,23,3,9,27,27
9/15/17,55,PM2.5,Southwick,21-111-0043,AQS,7,42,1,13,55,35
9/16/17,62,PM2.5,Southwick,21-111-0043,AQS,6,49,6,19,62,29
9/17/17,64,PM2.5,Southwick,21-111-0043,AQS,6,54,7,23,64,34
9/18/17,59,PM2.5,Southwick,21-111-0043,AQS,8,42,6,19,59,31
9/19/17,45,PM2.5,Southwick,21-111-0043,AQS,6,31,3,13,45,34
9/20/17,54,PM2.5,Southwick,21-111-0043,AQS,7,47,4,19,54,32
9/21/17,68,PM2.5,Southwick,21-111-0043,AQS,7,49,19,20,68,39
9/22/17,64,PM2.5,Southwick,21-111-0043,AQS,8,51,6,22,64,37
9/23/17,61,PM2.5,Southwick,21-111-0043,AQS,7,61,1,23,61,26
9/24/17,55,PM2.5,Southwick,21-111-0043,AQS,6,48,1,17,55,32
9/25/17,87,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,87,14,21,55,38
9/26/17,74,Ozone,CANNONS LANE,21-111-0067,AQS,8,74,24,19,58,39
9/27/17,61,Ozone,Bates,21-111-0027,AQS,8,61,10,31,56,40
9/28/17,37,Ozone,Watson Lane,21-111-0051,AQS,2,37,4,19,32,21
9/29/17,44,Ozone,Watson Lane,21-111-0051,AQS,3,44,4,21,36,31
9/30/17,36,Ozone,Watson Lane,21-111-0051,AQS,3,36,3,14,31,20
10/1/17,41,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,41,1,15,36,32
10/2/17,46,PM2.5,Southwick,21-111-0043,AQS,6,43,1,23,46,34
10/3/17,47,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,47,10,24,46,33
10/4/17,48,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,48,26,25,45,43
10/5/17,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,42,6,25,53,37
10/6/17,54,PM2.5,Southwick,21-111-0043,AQS,7,50,4,27,54,33
10/7/17,39,PM2.5,Southwick,21-111-0043,AQS,6,30,7,18,39,19
10/8/17,29,Ozone,Bates,21-111-0027,AQS,2,29,1,6,20,15
10/9/17,27,PM2.5,Southwick,21-111-0043,AQS,7,18,4,11,27,21
10/10/17,47,PM2.5,Southwick,21-111-0043,AQS,6,23,1,17,47,20
10/11/17,28,PM2.5,Southwick,21-111-0043,AQS,3,18,3,13,28,22
10/12/17,36,PM2.5,Southwick,21-111-0043,AQS,5,23,1,17,36,24
10/13/17,49,PM2.5,Southwick,21-111-0043,AQS,8,40,4,20,49,39
10/14/17,55,PM2.5,Southwick,21-111-0043,AQS,10,42,6,20,55,22
10/15/17,35,PM2.5,Southwick,21-111-0043,AQS,5,23,4,11,35,13
10/16/17,33,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,33,1,11,22,28
10/17/17,44,PM2.5,Southwick,21-111-0043,AQS,9,36,6,20,44,33
10/18/17,46,PM2.5,Southwick,21-111-0043,AQS,8,37,10,19,46,40
10/19/17,54,PM2.5,Southwick,21-111-0043,AQS,8,44,4,25,54,49
10/20/17,60,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,48,4,31,60,43
10/21/17,58,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,43,3,28,58,34
10/22/17,48,PM2.5,Southwick,21-111-0043,AQS,7,37,3,19,48,19
10/23/17,29,Ozone,Bates,21-111-0027,AQS,5,29,1,8,28,29
10/24/17,30,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,3,30,4,14,28,25
10/25/17,35,PM2.5,Southwick,21-111-0043,AQS,3,28,4,18,35,30
10/26/17,46,PM2.5,Southwick,21-111-0043,AQS,7,36,6,21,46,26
10/27/17,43,PM2.5,Southwick,21-111-0043,AQS,5,34,11,20,43,27
10/28/17,31,PM2.5,Southwick,21-111-0043,AQS,2,21,1,9,31,10
10/29/17,35,PM2.5,Southwick,21-111-0043,AQS,3,24,1,10,35,25
10/30/17,39,PM2.5,Southwick,21-111-0043,AQS,5,28,4,15,39,23
10/31/17,36,PM2.5,CANNONS LANE,21-111-0067,AQS,5,22,1,17,36,22
11/1/17,51,PM2.5,Southwick,21-111-0043,AQS,7,31,4,18,51,23
11/2/17,40,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,30,6,16,40,30
11/3/17,51,PM2.5,Watson Lane,21-111-0051,AQS,3,19,1,19,51,25
11/4/17,58,PM2.5,Southwick,21-111-0043,AQS,6,16,1,23,58,21
11/5/17,48,PM2.5,Watson Lane,21-111-0051,AQS,2,27,4,17,48,22
11/6/17,37,PM2.5,Southwick,21-111-0043,AQS,2,19,1,13,37,17
11/7/17,34,PM2.5,Southwick,21-111-0043,AQS,3,20,1,10,34,9
11/8/17,47,PM2.5,Southwick,21-111-0043,AQS,3,23,1,14,47,29
11/9/17,51,PM2.5,Southwick,21-111-0043,AQS,7,31,3,20,51,29
11/10/17,40,PM2.5,Southwick,21-111-0043,AQS,3,31,1,12,40,19
11/11/17,54,PM2.5,Southwick,21-111-0043,AQS,7,26,3,20,54,27
11/12/17,61,PM2.5,Southwick,21-111-0043,AQS,7,23,1,21,61,22
11/13/17,49,PM2.5,Southwick,21-111-0043,AQS,2,27,1,14,49,21
11/14/17,53,PM2.5,Southwick,21-111-0043,AQS,7,28,1,18,53,32
11/15/17,57,PM2.5,Southwick,21-111-0043,AQS,7,16,1,20,57,30
11/16/17,56,PM2.5,Southwick,21-111-0043,AQS,5,17,1,18,56,18
11/17/17,58,PM2.5,Southwick,21-111-0043,AQS,7,31,4,20,58,26
11/18/17,43,PM2.5,Southwick,21-111-0043,AQS,6,33,6,15,43,12
11/19/17,53,PM2.5,Southwick,21-111-0043,AQS,2,23,3,14,53,25
11/20/17,37,NO2,Durrett Lane (Near Road),21-111-0075,AQS,7,28,9,.,34,37
11/21/17,40,NO2,Durrett Lane (Near Road),21-111-0075,AQS,.,33,6,.,29,40
11/22/17,37,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,.,24,1,.,37,25
11/23/17,52,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,.,23,7,.,52,28
11/24/17,50,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,.,30,11,.,50,30
11/25/17,32,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,3,32,1,.,12,27
11/26/17,39,NO2,Durrett Lane (Near Road),21-111-0075,AQS,8,31,1,.,23,39
11/27/17,51,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,28,4,19,51,41
11/28/17,52,NO2,Durrett Lane (Near Road),21-111-0075,AQS,7,37,4,22,40,52
11/29/17,60,PM2.5,Watson Lane,21-111-0051,AQS,8,24,6,37,60,50
11/30/17,69,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,8,19,1,30,69,38
12/1/17,55,PM2.5,Southwick,21-111-0043,AQS,15,23,3,26,55,32
12/2/17,69,PM2.5,Watson Lane,21-111-0051,AQS,15,28,11,30,69,39
12/3/17,77,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,18,31,4,32,77,42
12/4/17,69,PM2.5,Watson Lane,21-111-0051,AQS,.,40,6,35,69,35
12/5/17,30,NO2,Durrett Lane (Near Road),21-111-0075,AQS,.,25,4,15,29,30
12/6/17,34,NO2,Durrett Lane (Near Road),21-111-0075,AQS,.,27,6,11,26,34
12/7/17,37,NO2,Durrett Lane (Near Road),21-111-0075,AQS,.,25,3,13,30,37
12/8/17,43,PM2.5,CANNONS LANE,21-111-0067,AQS,.,20,3,17,43,33
12/9/17,47,PM2.5,CANNONS LANE,21-111-0067,AQS,.,21,6,16,47,31
12/10/17,32,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,.,23,4,12,32,31
12/11/17,35,PM2.5,CANNONS LANE,21-111-0067,AQS,.,25,3,23,35,34
12/12/17,31,PM2.5,Southwick,21-111-0043,AQS,2,31,3,13,31,14
12/13/17,35,NO2,Durrett Lane (Near Road),21-111-0075,AQS,6,27,7,19,26,35
12/14/17,48,PM2.5,Watson Lane,21-111-0051,AQS,3,26,1,15,48,22
12/15/17,58,PM2.5,Southwick,21-111-0043,AQS,6,21,6,19,58,29
12/16/17,42,PM2.5,CANNONS LANE,21-111-0067,AQS,6,26,9,16,42,27
12/17/17,51,PM2.5,Watson Lane,21-111-0051,AQS,6,21,1,16,51,25
12/18/17,40,PM2.5,CANNONS LANE,21-111-0067,AQS,5,19,3,12,40,25
12/19/17,57,PM2.5,Southwick,21-111-0043,AQS,5,18,4,19,57,28
12/20/17,57,PM2.5,Southwick,21-111-0043,AQS,3,20,4,21,57,26
12/21/17,36,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,19,6,16,36,27
12/22/17,38,PM2.5,CANNONS LANE,21-111-0067,AQS,7,17,1,15,38,22
12/23/17,27,PM2.5,Southwick,21-111-0043,AQS,6,20,1,7,27,18
12/24/17,45,PM2.5,Watson Lane,21-111-0051,AQS,3,31,6,11,45,11
12/25/17,31,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,31,4,7,21,15
12/26/17,30,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,2,30,3,9,29,10
12/27/17,36,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,2,31,1,10,36,10
12/28/17,57,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,28,3,17,57,32
12/29/17,61,PM2.5,CANNONS LANE,21-111-0067,AQS,8,19,6,24,61,35
12/30/17,61,PM2.5,Southwick,21-111-0043,AQS,5,28,3,20,61,27
12/31/17,63,PM2.5,CANNONS LANE,21-111-0067,AQS,2,29,7,13,63,9
,,,,,,,,,,,
1/1/18,38,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,2,31,6,8,38,13
1/2/18,52,PM2.5,CANNONS LANE,21-111-0067,AQS,7,26,7,14,52,40
1/3/18,48,PM2.5,CANNONS LANE,21-111-0067,AQS,8,26,23,19,48,35
1/4/18,53,PM2.5,CANNONS LANE,21-111-0067,AQS,3,27,4,19,53,15
1/5/18,45,PM2.5,CANNONS LANE,21-111-0067,AQS,3,28,10,13,45,29
